번호,국가,물질명,한국식품유형,식품유형,함량정보,combined_text
67,미국,n-acetyl-l-methionine,절임류,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
66,미국,n-acetyl-l-methionine,조림류,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
65,미국,n-acetyl-l-methionine,탁주,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
64,미국,n-acetyl-l-methionine,약주,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
63,미국,n-acetyl-l-methionine,청주,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
62,미국,n-acetyl-l-methionine,맥주,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
61,미국,n-acetyl-l-methionine,과실주,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
60,미국,n-acetyl-l-methionine,소주,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
59,미국,n-acetyl-l-methionine,위스키,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
58,미국,n-acetyl-l-methionine,브랜디,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
57,미국,n-acetyl-l-methionine,일반증류주,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
56,미국,n-acetyl-l-methionine,리큐르,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
55,미국,n-acetyl-l-methionine,기타 주류,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
54,미국,n-acetyl-l-methionine,주정,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
53,미국,n-acetyl-l-methionine,전분류,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
52,미국,n-acetyl-l-methionine,밀가루류,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
